Date,AAPL,GOOGL,TSLA,FER.MC,NTGY.MC,TEF.MC
2021-06-01,122.05029296875,118.7649154663086,207.96665954589844,22.515037536621094,17.533018112182617,3.0824685096740723
2021-06-02,122.81627655029297,118.23673248291016,201.7066650390625,22.877883911132812,17.58230972290039,3.059741258621216
2021-06-03,121.32356262207031,117.08906555175781,190.94667053222656,22.663896560668945,17.664472579956055,3.0900440216064453
2021-06-04,123.63140106201172,119.38288116455078,199.68333435058594,22.70111083984375,17.623388290405273,3.046185255050659
2021-06-07,123.6412124633789,119.81831359863281,201.7100067138672,22.831363677978516,17.763065338134766,3.106391191482544
2021-06-08,124.46614074707031,119.62578582763672,201.19667053222656,23.11977767944336,17.82057762145996,3.1442694664001465
2021-06-09,124.84913635253906,120.09961700439453,199.5933380126953,23.491931915283203,17.894521713256836,3.163407325744629
2021-06-10,123.84745788574219,121.45575714111328,203.3733367919922,23.222118377685547,17.894521713256836,3.2682695388793945
2021-06-11,125.06520080566406,121.2098617553711,203.29666137695312,23.501232147216797,17.993114471435547,3.2531187534332275
2021-06-14,128.13905334472656,122.14305877685547,205.89666748046875,23.57566261291504,17.960247039794922,3.2790350914001465
2021-06-15,127.31413269042969,121.11959075927734,199.7866668701172,23.60357666015625,18.017763137817383,3.2583017349243164
2021-06-16,127.8149642944336,120.47418212890625,201.6233367919922,23.426803588867188,18.058841705322266,3.2371702194213867
2021-06-17,129.425537109375,121.44278717041016,205.53334045410156,23.687307357788086,18.075273513793945,3.2188289165496826
2021-06-18,128.11940002441406,119.81431579589844,207.77000427246094,23.175601959228516,17.993114471435547,3.1626100540161133
2021-06-21,129.92637634277344,121.5116195678711,206.94332885742188,23.333763122558594,17.952035903930664,3.1753692626953125
2021-06-22,131.5762481689453,122.02833557128906,207.90333557128906,23.008134841918945,17.88630485534668,3.179356098175049
2021-06-23,131.30128479003906,121.82533264160156,218.85667419433594,23.091869354248047,17.77949333190918,3.1047964096069336
2021-06-24,131.0164794921875,122.19741821289062,226.60667419433594,23.60357666015625,18.05062484741211,3.1339025497436523
2021-06-25,130.7218780517578,122.20589447021484,223.9566650390625,23.808256149291992,18.042409896850586,3.1339025497436523
2021-06-28,132.3618927001953,122.23332977294922,229.57333374023438,23.41750144958496,17.993114471435547,3.067317247390747
2021-06-29,133.88409423828125,121.9704818725586,226.9199981689453,23.222118377685547,18.017763137817383,3.1183528900146484
2021-06-30,134.50277709960938,121.78793334960938,226.56666564941406,23.02674102783203,17.812360763549805,3.142673969268799
2021-07-01,134.80723571777344,122.14205932617188,225.97332763671875,23.5849666595459,18.042409896850586,3.160616636276245
2021-07-02,137.44895935058594,124.94810485839844,226.3000030517578,23.67800521850586,18.034194946289062,3.1526424884796143
2021-07-06,139.4720001220703,125.87831115722656,219.86000061035156,23.76173973083496,18.05062484741211,3.039407253265381
2021-07-07,141.97625732421875,126.1615982055664,214.88333129882812,23.864076614379883,18.14099884033203,3.007908582687378
2021-07-08,140.67013549804688,124.7351303100586,217.60333251953125,23.59427261352539,18.009546279907227,2.969233274459839
2021-07-09,142.506591796875,125.20846557617188,218.98333740234375,23.687307357788086,18.13278579711914,3.0015289783477783
2021-07-12,141.9075164794922,126.661865234375,228.56666564941406,23.668701171875,18.239595413208008,3.0262491703033447
2021-07-13,143.0270538330078,127.02696228027344,222.84666442871094,23.547752380371094,18.379270553588867,3.0091047286987305
2021-07-14,146.47410583496094,127.92024993896484,217.7933349609375,23.352375030517578,18.33818817138672,3.002326488494873
2021-07-15,145.81610107421875,126.69129180908203,216.86666870117188,22.849971771240234,18.206729888916016,2.942917823791504
2021-07-16,143.7636260986328,126.65637969970703,214.74000549316406,23.05465316772461,18.223163604736328,2.9628536701202393
2021-07-19,139.894287109375,124.2702865600586,215.4066619873047,22.096370697021484,18.034194946289062,2.896667242050171
2021-07-20,143.5279083251953,125.89775848388672,220.1666717529297,22.198713302612305,18.10814094543457,2.904242515563965
2021-07-21,142.79139709472656,127.23395538330078,218.42999267578125,22.673202514648438,18.321754455566406,2.9548792839050293
2021-07-22,144.166259765625,128.1042938232422,216.4199981689453,22.70111083984375,18.444995880126953,2.958468198776245
2021-07-23,145.89468383789062,132.6864471435547,214.4600067138672,22.887187957763672,18.535371780395508,2.9987380504608154
2021-07-26,146.3169708251953,133.7039337158203,219.2066650390625,23.008134841918945,18.486074447631836,3.0421979427337646
2021-07-27,144.13677978515625,131.57418823242188,214.92666625976562,22.831363677978516,18.543588638305664,3.0453877449035645
2021-07-28,142.37889099121094,135.75782775878906,215.66000366210938,23.631486892700195,18.321754455566406,3.041799545288086
2021-07-29,143.0270538330078,135.44212341308594,225.78334045410156,23.622180938720703,17.935598373413086,3.0166802406311035
2021-07-30,143.2431182861328,134.3937225341797,229.06666564941406,23.259334564208984,17.902738571166992,3.082866907119751
2021-08-02,142.90921020507812,134.52142333984375,236.55667114257812,23.426803588867188,18.011035919189453,3.135098695755005
2021-08-03,144.7162322998047,135.29498291015625,236.5800018310547,23.156993865966797,18.244298934936523,3.2244107723236084
2021-08-04,144.31358337402344,134.79173278808594,236.97332763671875,23.091869354248047,18.177654266357422,3.235574960708618
2021-08-05,144.4215850830078,135.91494750976562,238.2100067138672,23.370981216430664,18.285951614379883,3.2319867610931396
2021-08-06,143.73312377929688,135.40321350097656,233.03334045410156,23.324460983276367,18.144330978393555,3.259498119354248
2021-08-09,143.68394470214844,136.57481384277344,237.9199981689453,22.94300651550293,18.077680587768555,3.3121285438537598
2021-08-10,143.20199584960938,136.46908569335938,236.663330078125,22.94300651550293,18.027694702148438,3.3420324325561523
2021-08-11,143.45774841308594,135.94239807128906,235.94000244140625,23.39889144897461,18.135997772216797,3.3878846168518066
2021-08-12,146.43783569335938,136.85513305664062,240.75,23.43610954284668,18.127668380737305,3.4138009548187256
2021-08-13,146.6443634033203,137.38729858398438,239.05667114257812,23.426803588867188,18.16098976135254,3.4161932468414307
2021-08-16,148.63108825683594,137.96786499023438,228.72332763671875,23.166297912597656,18.127668380737305,3.394263744354248
2021-08-17,147.71641540527344,136.32394409179688,221.90333557128906,23.091869354248047,18.144330978393555,3.3906753063201904
2021-08-18,143.9495086669922,135.11444091796875,229.663330078125,23.259334564208984,18.177654266357422,3.4285531044006348
2021-08-19,144.28387451171875,135.34486389160156,224.49000549316406,23.101173400878906,18.20264434814453,3.385890483856201
2021-08-20,145.74937438964844,137.0900421142578,226.75332641601562,22.933706283569336,18.235963821411133,3.394662380218506
2021-08-23,147.24429321289062,139.6956024169922,235.43333435058594,23.101173400878906,18.410911560058594,3.3902769088745117
2021-08-24,147.15577697753906,140.91258239746094,236.163330078125,23.11977767944336,18.260957717895508,3.392669200897217
2021-08-25,145.9165496826172,141.72805786132812,237.06666564941406,23.166297912597656,18.244298934936523,3.432939052581787
2021-08-26,145.11004638671875,141.0911407470703,233.72000122070312,22.803451538085938,18.144330978393555,3.3898775577545166
2021-08-27,146.15260314941406,143.64830017089844,237.30667114257812,22.756933212280273,18.127668380737305,3.409813642501831
2021-08-30,150.59817504882812,144.2333526611328,243.6366729736328,22.654592514038086,18.16931915283203,3.394662380218506
2021-08-31,149.3294219970703,144.340087890625,245.24000549316406,22.812759399414062,18.16098976135254,3.334456443786621
2021-09-01,149.9982147216797,144.8568115234375,244.69667053222656,23.65939712524414,18.3026123046875,3.373530864715576
2021-09-02,151.1194305419922,142.93307495117188,244.1300048828125,23.65939712524414,18.260957717895508,3.3440253734588623
2021-09-03,151.7587432861328,143.38446044921875,244.52333068847656,23.1942081451416,18.135997772216797,3.287806987762451
2021-09-07,154.10935974121094,143.9241180419922,250.97332763671875,23.212818145751953,18.036029815673828,3.3559868335723877
2021-09-08,152.5553741455078,143.33607482910156,251.2899932861328,23.547752380371094,18.18597984313965,3.3691446781158447
2021-09-09,151.53250122070312,143.1864471435547,251.6199951171875,23.268640518188477,18.069351196289062,3.328874349594116
2021-09-10,146.51651000976562,140.5280303955078,245.42333984375,22.812759399414062,18.102672576904297,3.285813093185425
2021-09-13,147.0869598388672,141.98094177246094,247.6666717529297,23.175601959228516,18.310941696166992,3.3181090354919434
2021-09-14,145.6804962158203,142.19241333007812,248.163330078125,23.184906005859375,18.19431495666504,3.308938503265381
2021-09-15,146.57553100585938,144.07275390625,251.94332885742188,22.673202514648438,18.119335174560547,3.2973761558532715
2021-09-16,146.33946228027344,143.25527954101562,252.3300018310547,23.05465316772461,18.177654266357422,3.3017616271972656
2021-09-17,143.6544647216797,140.4522247314453,253.163330078125,22.775541305541992,17.98604393005371,3.3264822959899902
2021-09-20,140.5858154296875,138.37684631347656,243.38999938964844,23.05465316772461,17.8944034576416,3.2834205627441406
2021-09-21,141.06773376464844,138.68959045410156,246.4600067138672,23.491931915283203,17.911067962646484,3.231189012527466
2021-09-22,143.44790649414062,139.93699645996094,250.64666748046875,23.529144287109375,17.98604393005371,3.2475368976593018
2021-09-23,144.41175842285156,140.86720275878906,251.2133331298828,23.55705451965332,18.036029815673828,3.2471377849578857
2021-09-24,144.50027465820312,141.8637237548828,258.1300048828125,23.891990661621094,17.952722549438477,3.2682695388793945
2021-09-27,142.97579956054688,140.72354125976562,263.78668212890625,24.580467224121094,18.077680587768555,3.329272985458374
2021-09-28,139.57278442382812,135.49449157714844,259.1866760253906,23.59427261352539,18.119335174560547,3.3133246898651123
2021-09-29,140.4776153564453,134.02163696289062,260.4366760253906,23.724523544311523,18.25263023376465,3.2555105686187744
2021-09-30,139.16952514648438,133.34580993652344,258.49334716796875,23.473323822021484,18.119335174560547,3.2272019386291504
2021-10-01,140.3005828857422,136.2057342529297,258.40667724609375,23.65939712524414,18.16098976135254,3.1877291202545166
2021-10-04,136.84841918945312,133.329345703125,260.510009765625,24.03154754638672,18.152660369873047,3.238365888595581
2021-10-05,138.78598022460938,135.68701171875,260.1966552734375,24.199012756347656,18.119335174560547,3.243150472640991
2021-10-06,139.6613006591797,137.22520446777344,260.9166564941406,23.696609497070312,18.18597984313965,3.1853368282318115
2021-10-07,140.9300537109375,138.881103515625,264.53668212890625,24.236225128173828,18.102672576904297,3.210057020187378
2021-10-08,140.54647827148438,139.4402313232422,261.8299865722656,24.301355361938477,18.20264434814453,3.210057020187378
2021-10-11,140.45794677734375,138.5708770751953,263.9800109863281,24.366479873657227,18.036029815673828,3.181748390197754
2021-10-12,139.17935180664062,136.11196899414062,268.5733337402344,24.245532989501953,18.38591957092285,3.2116522789001465
2021-10-13,138.58924865722656,137.24217224121094,270.3599853515625,24.26413917541504,19.119022369384766,3.163407325744629
2021-10-14,141.39230346679688,140.80233764648438,272.7733459472656,24.33856773376465,20.00208282470703,3.143073081970215
2021-10-15,142.4545135498047,141.01881408691406,281.010009765625,24.840972900390625,19.36894416809082,3.0278444290161133
2021-10-18,144.13638305664062,142.42532348632812,290.03668212890625,24.50603675842285,19.243986129760742,3.002725124359131
2021-10-19,146.3099822998047,142.88319396972656,288.0899963378906,24.729324340820312,18.694154739379883,2.9811947345733643
2021-10-20,146.80174255371094,141.4188232421875,288.6000061035156,24.97122573852539,18.63584327697754,3.059342622756958
2021-10-21,147.01812744140625,141.53553771972656,298.0,24.95261573791504,18.560867309570312,3.022660970687866
2021-10-22,146.24110412597656,137.22669982910156,303.2266540527344,25.287551879882812,18.35260009765625,3.007509708404541
2021-10-25,146.19192504882812,137.10751342773438,341.6199951171875,25.259639739990234,18.277618408203125,3.0481786727905273
2021-10-26,146.8607940673828,138.9644012451172,339.4766540527344,25.380586624145508,18.652502059936523,3.0406031608581543
2021-10-27,146.3984832763672,145.85633850097656,345.9533386230469,25.389890670776367,18.80245590209961,3.041001796722412
2021-10-28,150.05722045898438,145.48875427246094,359.0133361816406,25.79925537109375,18.919086456298828,2.9831883907318115
2021-10-29,147.33282470703125,147.68031311035156,371.3333435058594,25.361982345581055,18.935749053955078,3.0019278526306152
2021-11-01,146.50669860839844,143.14254760742188,402.86334228515625,25.81786346435547,19.343952178955078,3.043394088745117
2021-11-02,147.5492401123047,145.07327270507812,390.6666564941406,25.743432998657227,19.26064682006836,3.003124237060547
2021-11-03,148.99501037597656,146.23590087890625,404.6199951171875,25.230728149414062,19.277305603027344,2.991960048675537
2021-11-04,148.4737548828125,147.90127563476562,409.9700012207031,25.437692642211914,19.46058464050293,2.921785831451416
2021-11-05,149.00559997558594,148.4843292236328,407.36334228515625,25.776357650756836,19.47724151611328,3.003124237060547
2021-11-08,148.17823791503906,148.6628875732422,387.64666748046875,25.710506439208984,19.243986129760742,2.9979405403137207
2021-11-09,148.54269409179688,148.55067443847656,341.1666564941406,25.277769088745117,19.26064682006836,3.044191837310791
2021-11-10,145.69610595703125,145.5331268310547,355.98333740234375,25.211912155151367,19.16900634765625,3.1339025497436523
2021-11-11,145.6468963623047,145.4064483642578,354.5033264160156,24.835613250732422,19.194438934326172,3.1458637714385986
2021-11-12,147.7350311279297,148.3107452392578,344.47332763671875,24.788578033447266,19.050312042236328,3.157825231552124
2021-11-15,147.744873046875,148.08531188964844,337.7966613769531,25.324804306030273,19.21139907836914,3.116757869720459
2021-11-16,148.72982788085938,147.5107421875,351.57666015625,25.211912155151367,19.143573760986328,3.1099798679351807
2021-11-17,151.18238830566406,147.68130493164062,363.0033264160156,25.089614868164062,19.45726203918457,3.1227383613586426
2021-11-18,155.49652099609375,149.46839904785156,365.4599914550781,24.85443115234375,19.152053833007812,3.1462628841400146
2021-11-19,158.13624572753906,148.5586395263672,379.0199890136719,24.44050407409668,19.43182945251465,3.163806200027466
2021-11-22,158.5991973876953,145.9406280517578,385.6233215332031,24.835613250732422,20.160947799682617,3.365954875946045
2021-11-23,158.98333740234375,145.4219207763672,369.6766662597656,24.80739402770996,20.34746742248535,3.2188289165496826
2021-11-24,159.5053253173828,145.75906372070312,372.0,25.042577743530273,20.279644012451172,3.2248098850250244
2021-11-26,154.45245361328125,141.83180236816406,360.6400146484375,23.302204132080078,20.491594314575195,3.117156505584717
2021-11-29,157.83091735839844,145.17103576660156,378.9966735839844,23.612651824951172,20.8815860748291,3.1590216159820557
2021-11-30,162.81484985351562,141.54701232910156,381.586669921875,23.10464859008789,20.601808547973633,3.186931848526001
2021-12-01,162.2928009033203,140.70309448242188,365.0,23.923095703125,20.822237014770508,3.1798927783966064
2021-12-02,161.29800415039062,142.6128692626953,361.5333251953125,24.08302116394043,20.728981018066406,3.055678367614746
2021-12-03,159.40684509277344,141.6507568359375,338.3233337402344,23.894874572753906,20.771371841430664,3.0387024879455566
2021-12-06,162.8345489501953,142.80140686035156,336.336669921875,24.261764526367188,21.15288734436035,3.115715265274048
2021-12-07,168.60643005371094,146.90574645996094,350.5833435058594,24.72272491455078,21.364839553833008,3.1161293983459473
2021-12-08,172.44781494140625,147.82046508789062,356.32000732421875,24.3558349609375,21.26310157775879,3.0714120864868164
2021-12-09,171.9356231689453,147.27383422851562,334.6000061035156,24.195911407470703,21.415706634521484,3.0602328777313232
